content,label,type,content_without_emojis,content_preprocessed
"très décu choix - commande - livraison - jusque-là ok 27/11/2020 a l'ouverture du colis, une erreur de livraison suite à une erreur de référencement sur le site ! je contacte le sav qui reconnait son erruer de référencement internet ! je retourne le colis chronopost xp052863766fr le suivi colis m'indique ""colis réceptionné le 02/12/2020 à 15h39 11/12/2020 sans nouvelle du remboursement, je contacte le sav- réponse ""j'attends le retour de la logistique avec de vous rembourser"" pour l'erreur de référencement, le commentaire du 14/01/2020 par claude f. sur avis-verifies permet de constater que ce n'est pas la première fois. j'attends donc mon remboursement ...",neg,commentaire,"très décu choix - commande - livraison - jusque-là ok 27/11/2020 a l'ouverture du colis, une erreur de livraison suite à une erreur de référencement sur le site ! je contacte le sav qui reconnait son erruer de référencement internet ! je retourne le colis chronopost xp052863766fr le suivi colis m'indique ""colis réceptionné le 02/12/2020 à 15h39 11/12/2020 sans nouvelle du remboursement, je contacte le sav- réponse ""j'attends le retour de la logistique avec de vous rembourser"" pour l'erreur de référencement, le commentaire du 14/01/2020 par claude f. sur avis-verifies permet de constater que ce n'est pas la première fois. j'attends donc mon remboursement ...","['décu', 'choix', 'command', 'livraison', 'jusquelà', 'ok', '27112020', 'louverture', 'colis', 'erreur', 'livraison', 'suite', 'erreur', 'référencement', 'site', 'contacter', 'sav', 'reconner', 'erruer', 'référencement', 'internet', 'retourne', 'colis', 'chronopost', 'xp052863766fr', 'suivi', 'colis', 'mindique', 'colis', 'réceptionner', '02122020', '15h39', '11122020', 'nouveau', 'remboursement', 'contacter', 'sav', 'réponse', 'jattend', 'logistique', 'rembourser', 'lerreur', 'référencement', 'commentaire', '14012020', 'claude', 'f', 'avisverifie', 'constater', 'nest', 'fois', 'jattend', 'remboursement']"
"ne mérite même pas une étoile. fuyez ce site, pièce commander le 19/08/2023 , toujours pas reçu ce jour le 16/08/2023. appel au service qui ne cesse de nous renvoyer vers d'autre personnes sans aucun résultat , je me renseigne, on vous rappelle, honteux ! aucun sav ils invitent à annuler la commande après avoir attendu presque un mois.  r mathiaud",neg,commentaire,"ne mérite même pas une étoile. fuyez ce site, pièce commander le 19/08/2023 , toujours pas reçu ce jour le 16/08/2023. appel au service qui ne cesse de nous renvoyer vers d'autre personnes sans aucun résultat , je me renseigne, on vous rappelle, honteux ! aucun sav ils invitent à annuler la commande après avoir attendu presque un mois.  r mathiaud","['mérite', 'étoile', 'fuir', 'site', 'pièce', 'commander', '19082023', 'recevoir', 'jour', '16082023', 'appel', 'service', 'cesser', 'renvoyer', 'dautr', 'personne', 'aucun', 'résultat', 'renseigner', 'rappeler', 'honteux', 'aucun', 'sav', 'inviter', 'annuler', 'commande', 'presque', 'mois', 'r', 'mathiaud']"
"totalement satisfaite! site facile et professionel, prix raisonable, bon champagne, et la livraison rapide! merci!! a la prochaine...",pos,commentaire,"totalement satisfaite! site facile et professionel, prix raisonable, bon champagne, et la livraison rapide! merci!! a la prochaine...","['totalement', 'satisfaire', 'sit', 'facile', 'professionel', 'prix', 'raisonabl', 'bon', 'champagne', 'livraison', 'rapide', 'prochaine']"
explication très claires et ambiance conviviales. les cafés sont également très différents de ce qu’on peut avoir l’habitude de consommer.,pos,commentaire,explication très claires et ambiance conviviales. les cafés sont également très différents de ce qu’on peut avoir l’habitude de consommer.,"['explication', 'clair', 'ambiance', 'convivial', 'café', 'habitude', 'consommer']"
j ai demandé des biscuits mous pour des problèmes dentaires après avoir goûté 1 navette vanille très dur ! j ai demandé conseil après avoir expliqué mon problème à la vendeuse j ai pensé naïvement qu elle connaissait ce qu elle vendait.. et bien immangeable ! dur de chez dur pour 20€ les 6 c est gonflé je lui ai fais confiance !! ne faites pas comme moi ! boutique prête à tout pour vendre quoi ! et bien quel déception !😞 ces gâteaux aux amandes sont aussi durs que cette navette !! ne pas acheter ! il vaut mieux 1 boite en supermarché sans exagération ! je ne rachèterais plus jamais ici à carré senart,neg,commentaire,j ai demandé des biscuits mous pour des problèmes dentaires après avoir goûté 1 navette vanille très dur ! j ai demandé conseil après avoir expliqué mon problème à la vendeuse j ai pensé naïvement qu elle connaissait ce qu elle vendait.. et bien immangeable ! dur de chez dur pour 20€ les 6 c est gonflé je lui ai fais confiance !! ne faites pas comme moi ! boutique prête à tout pour vendre quoi ! et bien quel déception !:visage_déçu: ces gâteaux aux amandes sont aussi durs que cette navette !! ne pas acheter ! il vaut mieux 1 boite en supermarché sans exagération ! je ne rachèterais plus jamais ici à carré senart,"['j', 'demander', 'biscuit', 'mou', 'problème', 'dentaire', 'goûté', '1', 'navette', 'vanille', 'dur', 'j', 'demander', 'conseil', 'expliquer', 'problème', 'vendeur', 'j', 'penser', 'naïvemer', 'que', 'connaître', 'que', 'vendre', 'bien', 'immangeable', 'dur', 'dur', '20', 'euro', '6', 'c', 'gonfler', 'confiance', 'fait', 'boutique', 'prêt', 'vendre', 'bien', 'déception', 'visagedéçu', 'gâteau', 'amande', 'dur', 'navette', 'acheter', 'valoir', 'mieux', '1', 'boite', 'supermarché', 'exagération', 'racheter', 'jamais', 'ici', 'carré', 'senart']"
produits de mauvaise qualité.,neg,commentaire,produits de mauvaise qualité.,"['produit', 'mauvais', 'qualité']"
le thé choisit est de très bonne qualité la livraison rapide en 3 jours je reçois ma commande avec toujours une attention pour découvrir de nouveau mélanges !,pos,commentaire,le thé choisit est de très bonne qualité la livraison rapide en 3 jours je reçois ma commande avec toujours une attention pour découvrir de nouveau mélanges !,"['thé', 'choisir', 'bon', 'qualité', 'livraison', 'rapide', '3', 'jour', 'recevoir', 'commande', 'attention', 'découvrir', 'mélange']"
cours très instructif,pos,commentaire,cours très instructif,"['cours', 'instructif']"
"je me réjouissais de recevoir du bon pain bio bien frais et livré le lendemain de la commande ! chronofresh a tout gache ! au lieu de me livrer comme prévu le samedi 10 juin pour une commande du 8 juin après 11 h, chronofresh m'a fait attendre avec de multiples report de livraison et retards jusqu'au mercredi 14 juin. j'ai été obligée de refuser le colis : depuis le 9 juin jour où painbio a remis le colis de produits frais à chronofresh : il s'est deroule 5 jours !!!! on est loin des 24 h chrono le lendemain de la commande annoncées !!! de plus, les motifs avancés sur le suivi de chronofresh sont mensongers et fantaisistes ! j'ai refusé le colis car au bout de 5 jours les produits n'était sûrement dans l'état de fraîcheur promis ! lorsque bionatis se decidera a changer de transporteur je repasserai commande. mais j'atteste sur l'honneur que ce n'est pas la première fois que chronopost et son service client m'ont pose des problemes. des mensonges. des reports de livraisons pendant quatre jours pour livrer le 5ème jour un colis pas frais. de plus, une impossibilité de communiquer avec le service clients. il y a un problème à résoudre qui ne me regarde pas ! désolée de ne pas avoir eu mon bon pain au levain et ma brioche ! mais vaut mieux ça que de m'empoisonner avec des produits qui ont macéré 5 jours dans des véhicules de transports ! merci de m'avoir donné la parole !",neg,commentaire,"je me réjouissais de recevoir du bon pain bio bien frais et livré le lendemain de la commande ! chronofresh a tout gache ! au lieu de me livrer comme prévu le samedi 10 juin pour une commande du 8 juin après 11 h, chronofresh m'a fait attendre avec de multiples report de livraison et retards jusqu'au mercredi 14 juin. j'ai été obligée de refuser le colis : depuis le 9 juin jour où painbio a remis le colis de produits frais à chronofresh : il s'est deroule 5 jours !!!! on est loin des 24 h chrono le lendemain de la commande annoncées !!! de plus, les motifs avancés sur le suivi de chronofresh sont mensongers et fantaisistes ! j'ai refusé le colis car au bout de 5 jours les produits n'était sûrement dans l'état de fraîcheur promis ! lorsque bionatis se decidera a changer de transporteur je repasserai commande. mais j'atteste sur l'honneur que ce n'est pas la première fois que chronopost et son service client m'ont pose des problemes. des mensonges. des reports de livraisons pendant quatre jours pour livrer le 5ème jour un colis pas frais. de plus, une impossibilité de communiquer avec le service clients. il y a un problème à résoudre qui ne me regarde pas ! désolée de ne pas avoir eu mon bon pain au levain et ma brioche ! mais vaut mieux ça que de m'empoisonner avec des produits qui ont macéré 5 jours dans des véhicules de transports ! merci de m'avoir donné la parole !","['réjouissai', 'recevoir', 'bon', 'pain', 'bio', 'bien', 'frais', 'livrer', 'lendemain', 'commande', 'chronofresh', 'gache', 'lieu', 'livrer', 'prévoir', 'samedi', '10', 'juin', 'commande', '8', 'juin', '11', 'heure', 'chronofresh', 'attendre', 'multiple', 'report', 'livraison', 'retard', 'jusquau', 'mercredi', '14', 'juin', 'jai', 'être', 'obliger', 'refuser', 'colis', '9', 'juin', 'jour', 'painbio', 'remettre', 'colis', 'produit', 'frer', 'chronofresh', 'sest', 'deroul', '5', 'jour', 'loin', '24', 'heure', 'chrono', 'lendemain', 'commande', 'annoncer', 'motif', 'avancer', 'suivi', 'chronofresh', 'mensonger', 'fantaisiste', 'jai', 'refuser', 'colis', 'bout', '5', 'jour', 'produit', 'néter', 'sûremer', 'létat', 'fraîcheur', 'promettre', 'bionatis', 'deciderer', 'changer', 'transporteur', 'repasser', 'commande', 'jattest', 'lhonneur', 'nest', 'fois', 'chronopost', 'service', 'client', 'mont', 'pose', 'probleme', 'mensonge', 'report', 'livraison', 'jour', 'livrer', '5ème', 'jour', 'colis', 'frer', 'impossibilité', 'communiquer', 'service', 'client', 'problème', 'résoudre', 'regarder', 'désolée', 'bon', 'pain', 'levain', 'brioche', 'valoir', 'mieux', 'mempoisonner', 'produit', 'macérer', '5', 'jour', 'véhicule', 'transport', 'mavoir', 'donner', 'parole']"
je suis très contente d’avoir retrouvé ma tasse cassée malencontreusement. livraison remise et secure merci!,pos,commentaire,je suis très contente d’avoir retrouvé ma tasse cassée malencontreusement. livraison remise et secure merci!,"['content', 'retrouver', 'tasse', 'casser', 'malencontreusemer', 'livraison', 'remettre', 'secur']"
"je suis toujours aussi séduite par les produits de la maison de chocolat, et les saveurs que l'on a en les dégustant.",pos,commentaire,"je suis toujours aussi séduite par les produits de la maison de chocolat, et les saveurs que l'on a en les dégustant.","['séduire', 'produit', 'maison', 'chocolat', 'saveur', 'lon', 'déguster']"
maintenant plus de deux mois après la commande et toujours aucune nouvelle.  je vais signaler à nature et decouverte le non sérieux de son fournisseur.  la réponse a mon premier commentaire est juste hallucinant.  bientôt un mois après la commande du mycélium et malgré plusieurs relances sur leur site une simple réponse qui dit que le colis est envoyé et c'est tout ! pas de propositions de solutions. j'ai de sérieux doutes sur le sérieux de l'entreprise.,neg,commentaire,maintenant plus de deux mois après la commande et toujours aucune nouvelle.  je vais signaler à nature et decouverte le non sérieux de son fournisseur.  la réponse a mon premier commentaire est juste hallucinant.  bientôt un mois après la commande du mycélium et malgré plusieurs relances sur leur site une simple réponse qui dit que le colis est envoyé et c'est tout ! pas de propositions de solutions. j'ai de sérieux doutes sur le sérieux de l'entreprise.,"['mois', 'commande', 'aucun', 'nouveau', 'signaler', 'nature', 'decouverte', 'non', 'sérieux', 'fournisseur', 'réponse', 'commentaire', 'hallucinant', 'bientôt', 'mois', 'commande', 'mycélium', 'relance', 'site', 'simple', 'réponse', 'colis', 'envoyer', 'cest', 'proposition', 'solution', 'jai', 'sérieux', 'doute', 'sérieux', 'lentreprise']"
"votre colis est parti le 27/08 d’après vos dires, nous sommes le 15/09 et toujours pas de livraison. après une première réclamation vous avez réexpédié un colis qui ne m’a toujours pas été livré et qui a le statut (retour à l’expéditeur) que se passe-t-il ????",neg,commentaire,"votre colis est parti le 27/08 d’après vos dires, nous sommes le 15/09 et toujours pas de livraison. après une première réclamation vous avez réexpédié un colis qui ne m’a toujours pas été livré et qui a le statut (retour à l’expéditeur) que se passe-t-il ????","['colis', 'partir', '2708', 'dire', 'être', '1509', 'livraison', 'réclamation', 'avoir', 'réexpédier', 'colis', 'être', 'livrer', 'statut', 'expéditeur', 'passetil']"
